icmp_seq,time(ms),5_pt_moving_avg,5_pt_moving_std,10_pt_moving_avg,10_pt_moving_std,20_pt_moving_avg,20_pt_moving_std
374,55.0,81.48,38.6796070301,113.81,131.989414138,86.495,95.1514387147
375,62.5,83.06,37.4488718121,114.41,131.713295119,86.815,95.0545509584
376,61.3,66.32,14.538466219,114.88,131.492287902,87.215,94.9228344499
377,54.7,58.9,3.740989174,72.25,27.9217259097,87.155,94.9440470959
378,54.7,57.64,3.91382166175,71.4,28.3538749067,86.765,95.0665931417
379,56.5,57.94,3.71321962722,69.71,28.7226759044,86.77,95.0649146636
380,56.7,56.78,2.70037034497,69.92,28.6073727871,86.015,95.2498447298
381,60.1,56.54,2.20635445928,61.43,11.0758044604,86.17,95.2026542089
382,510,147.6,202.597161875,103.25,142.948182142,108.35,134.087428274
383,60.1,148.68,201.991613687,103.16,142.978018513,108.5,134.028743971
384,76.6,152.7,199.887480849,105.32,142.3313099,109.565,133.667904564
385,87.1,158.78,196.673935741,107.78,141.720270643,111.095,133.20285865
386,61.7,159.1,196.474438541,107.82,141.705749903,111.35,133.097884439
387,66.5,70.4,11.3393121485,109.0,141.262702477,90.625,100.881842688
388,53.2,69.02,13.177139295,108.85,141.327549017,90.125,101.049565092
389,60.0,65.7,12.8776938929,109.2,141.187763083,89.455,101.210590641
390,76.8,63.64,8.7660139174,111.21,140.498702643,90.565,100.929554771
391,56.7,62.64,9.31090758197,110.87,140.640171675,86.15,100.352680713
392,63.7,62.08,9.10258205126,66.24,10.639569749,84.745,100.466058552
393,56.2,62.68,8.44612337111,65.85,10.9564035056,84.505,100.531479621
394,56.8,62.04,8.81322869328,63.87,10.5804904318,84.595,100.504477381
395,55.7,57.82,3.3161724925,60.73,6.96053158889,84.255,100.594618853
396,56.6,57.8,3.32490601371,60.22,7.06757855752,84.02,100.656537425
398,90.3,63.12,15.1999013155,62.6,11.8240808898,85.8,100.425264173
399,68.6,65.6,14.7947625868,64.14,11.461064523,86.495,100.246645698
400,87.3,71.7,16.4540268627,66.87,13.4450362588,88.035,99.997875109
401,71.1,74.78,13.9630584042,66.3,13.0935098427,88.755,99.8120521939
402,63.6,76.18,11.8801094271,66.99,12.7075174601,88.93,99.7622231002
403,67.6,71.64,9.1614955111,67.38,12.6550648622,66.81,11.3940381456
404,58.8,69.68,10.8644834208,67.64,12.4244561696,66.745,11.4379550528
405,56.0,63.42,6.18239435818,67.56,12.5043281396,65.715,11.4313177856
406,60.6,61.32,4.46676616805,68.05,12.0766303247,64.39,10.3021663537
407,57.7,60.14,4.49310583005,68.16,11.9652459695,64.19,10.3955405419
408,52.8,57.18,2.96513068852,64.41,9.96454269453,63.505,10.6827196912
409,54.4,56.3,3.0166206258,62.99,10.3070040911,63.565,10.6250089783
410,59.5,57.0,3.32039154318,60.21,5.77378173778,63.54,10.6344227567
411,57.7,56.42,2.73623829372,58.87,4.34333461243,62.585,10.2309270558
413,79.8,60.84,10.9230490249,60.49,7.88267439106,63.74,10.8186194274
414,74.6,65.2,11.2572199055,61.19,8.83722555758,64.285,11.0877018168
415,83.5,71.02,11.7875782076,63.66,11.2243980289,65.65,11.7033283615
416,86.6,76.44,11.3900395083,66.72,12.943535495,67.14,12.3939034249
417,65.0,77.9,8.48469209813,67.16,12.7862078472,67.605,12.1133886345
418,58.9,73.72,11.8108848102,67.28,12.6928501309,67.72,12.0139217489
419,59.9,70.78,13.2758050603,67.99,11.9709323873,66.2,10.8759512591
420,69.0,67.88,11.2284014891,69.45,10.9784890683,66.22,10.8809635796
421,55.7,61.7,5.27399279484,69.07,11.418119129,64.64,9.90982500244
422,56.2,59.94,5.36497903071,68.92,11.5926030056,63.895,9.95857075985
423,57.5,59.66,5.46836355777,66.69,11.4105652796,63.59,10.0609667841
424,68.2,61.32,6.68408557695,66.05,11.0926652443,63.62,10.0744387332
425,61.4,59.8,5.20048074701,63.84,9.28382105242,63.75,10.0256250625
426,55.1,59.68,5.32419007925,60.69,5.1082612828,63.705,10.0641874198
428,66.8,61.8,5.68990333837,60.87,5.30493480953,64.015,10.0589983283
429,56.7,61.64,5.85004273489,60.65,5.43961804215,63.965,10.0944630472
430,80.2,64.04,10.1184484977,62.68,8.21067056403,65.335,10.3553838019
431,66.8,65.12,10.0542031012,62.46,8.05042441945,65.955,10.0323935854
432,64.6,67.02,8.4582504101,63.35,7.70458016738,66.21,9.92391582306
433,52.3,64.12,10.7325206732,62.96,8.19012956077,65.94,10.2361793859
434,56.8,64.14,10.7153161409,62.89,8.24478960044,64.79,9.88299443222
435,69.3,61.96,7.1451382072,63.0,8.33039948355,64.525,9.67497450017
436,55.2,59.64,7.06349771714,62.38,8.68585056284,63.11,8.78203309395
437,57.3,58.18,6.51513622267,62.6,8.50699058944,61.645,6.89931155986
438,69.2,61.56,7.06278981706,62.84,8.67092203222,61.855,7.06864648698
439,61.6,62.52,6.56254523794,63.33,8.42022037189,61.99,7.03494286065
440,67.8,62.22,6.19935480514,62.09,6.3079227079,62.385,7.13252557322
441,61.3,63.44,4.9460084917,61.54,6.08754648625,62.0,6.96245570713
443,62.4,64.46,3.74272627906,61.32,6.00385061625,62.335,6.80272971526
444,86.5,67.92,10.7176023438,64.74,9.19011546294,63.85,8.52139721679
445,66.9,68.98,10.1851362288,65.75,8.76574773384,64.32,8.41124560523
446,66.2,68.66,10.2563638781,65.44,8.6806553772,64.22,8.37449762829
447,57.2,67.84,11.1194873983,65.64,8.43816725757,64.01,8.50064393846
448,58.2,67.0,11.7726377673,65.73,8.34360034198,64.165,8.35667240498
449,56.3,60.96,5.15296031423,64.44,8.73552135441,63.64,8.51082283115
450,54.7,58.52,4.48185229565,63.75,9.24256457916,63.54,8.60785443039
451,58.5,56.98,1.54175224988,62.82,9.257645489,62.455,7.71911332514
452,64.6,58.46,3.76071801655,63.15,9.25625914359,62.345,7.66945239245
453,55.5,57.92,3.99399549324,62.46,9.57023162381,61.89,7.79749622433
454,58.4,58.34,3.89011567951,59.65,4.52038592256,62.195,7.51689150479
455,56.9,58.78,3.47807417977,58.65,3.78454459318,62.2,7.51314637293
456,55.7,58.22,3.74926659495,57.6,2.78048756716,61.52,7.45192310043
458,71.2,59.54,6.61989425897,59.0,5.10751080926,62.32,7.59519238521
459,68.9,62.22,7.25720331808,60.07,5.96937554895,62.9,7.634478578
460,67.5,64.04,7.20055553412,61.19,6.2285097201,62.815,7.56983452506
462,76.6,67.98,7.69005851733,63.38,7.4276959191,63.565,8.16296353564
463,72.3,71.3,3.51069793631,64.76,7.69735885439,63.79,8.34580890722
464,56.4,68.34,7.54141896462,63.94,8.14032486384,63.545,8.49337047969
465,53.8,65.32,9.91196246966,63.77,8.3511875403,63.115,8.76766037327
466,57.4,63.3,10.3749698795,63.67,8.42826593474,61.66,6.897856265
467,56.0,59.18,7.4513086099,63.58,8.51297049605,61.115,6.89265627507
468,58.2,56.36,1.66973051718,63.83,8.28962537687,60.715,6.81370716007
469,54.2,55.92,1.92665513261,62.13,8.35318302605,60.565,6.92723648096
470,57.6,56.68,1.60374561574,61.0,8.09595234944,60.535,6.93930642674
471,55.8,56.36,1.58366663158,59.83,7.89515322489,60.51,6.95624671939
473,72.6,59.68,7.39134629144,59.43,7.00191243717,61.405,7.31181272074
474,73.5,62.74,9.4935767759,59.55,7.25277724584,62.155,7.75408041988
475,70.0,65.9,8.51997652579,60.91,7.84721465093,62.425,7.9355877307
476,69.4,68.26,7.17412015511,62.47,7.82730974076,63.12,7.90580066853
477,69.7,71.04,1.87429986928,63.7,7.90808306594,63.685,7.95436159733
478,56.0,67.72,6.75847615961,63.7,7.90808306594,63.64,7.99719687733
479,54.6,63.94,7.9055676583,63.34,8.26037394903,63.585,8.05822724399
480,59.4,61.82,7.26993810152,63.86,7.77019948264,62.995,7.90179693088
481,58.0,59.54,5.96975711399,63.9,7.73534456605,62.45,7.84880145057
482,57.4,57.08,1.84715998224,64.06,7.56383206817,61.945,7.83168161011
483,53.5,56.58,2.451938009,62.15,7.5792479838,60.79,7.23746829827
484,59.5,57.56,2.44192546979,60.75,6.46017715615,60.15,6.71302739769
485,56.7,57.02,2.22193609269,59.42,5.66427400467,60.165,6.70453695563
486,62.4,57.9,3.31134413796,58.72,4.63244595819,60.595,6.54880262258
487,66.8,59.78,5.12708494176,58.43,3.90186565063,61.065,6.64405353443
488,57.4,60.56,4.13315859846,58.57,3.82943279815,61.135,6.59507591433
489,56.1,59.88,4.60401998258,58.72,3.68323529281,61.03,6.66065430641
490,136,75.74,33.9530263747,66.38,24.7365586397,65.12,17.8917975914
491,203,103.86,64.5653002781,80.88,49.4406220745,72.39,35.5257490013
492,124,115.3,61.3443558936,87.54,50.4026498422,75.8,37.088301461
493,208,145.42,62.7640980179,102.99,61.308608241,82.57,47.3982244837
494,437,221.6,126.274700554,140.74,119.837567844,100.745,92.2288314038
495,278,250.0,117.900381679,162.87,122.985817159,111.145,99.9810164876
496,62.5,221.9,145.43142714,162.88,122.976743962,110.8,100.144416772
497,101,217.3,149.605982501,166.3,120.457608957,112.365,99.7119602972
498,312,238.1,155.117858417,191.76,121.781901593,125.165,108.168325333
499,77.9,166.28,118.91012152,193.94,119.252497761,126.33,107.491679482
500,75.3,125.74,105.044052664,187.87,123.980455897,127.125,107.028416664
501,177,148.64,100.178904965,185.27,123.900507128,133.075,106.288524285
502,199,168.24,98.0930833443,192.77,122.035523517,140.155,105.696842929
503,223,150.44,69.3479127299,194.27,122.335341037,148.63,105.177124289
504,65.6,147.98,72.7015268065,157.13,93.4152860439,148.935,104.913569816
505,69.1,146.74,74.286660983,136.24,86.4828460833,149.555,104.375064954
506,83.8,128.1,76.4567851796,138.37,84.709005818,150.625,103.540929487
507,87.8,105.86,66.1565416267,137.05,85.4555927563,151.675,102.749582532
508,79.8,77.22,9.52428475005,113.83,60.5551181432,152.795,101.785432082
509,72.6,78.62,7.73576111317,113.3,60.9265860597,153.62,101.024466031
510,127,90.2,21.3241646964,118.47,59.5210896331,153.17,101.127075348
511,146,102.64,32.0850120773,115.37,56.8828044706,150.32,100.449765398
512,80.7,101.22,33.048630834,103.54,49.3619556609,148.155,101.507948742
513,301,145.46,92.2445011911,111.34,71.5237210069,152.805,106.405661083
514,367,204.34,122.956610233,141.48,105.528551166,149.305,97.3298324743
515,255,229.94,115.954163358,160.07,107.712849228,148.155,95.8538936145
516,209,242.54,107.68035104,172.59,105.107378428,155.48,94.5525840889
517,540,334.4,128.91780327,217.81,151.577017094,177.43,126.722893292
518,287,331.6,129.972304742,238.53,144.617365255,176.18,125.442457347
519,377,333.6,130.727961814,268.97,137.680338708,191.135,130.822713604
520,344,351.4,123.192126372,290.67,129.686802635,204.57,132.091882296
521,426,394.8,95.6226960507,318.67,125.127846177,217.02,140.803732756
522,451,377.0,65.3184506859,355.7,98.9287622484,229.62,150.076270434
523,167,353.0,112.011160158,342.3,114.940612685,226.82,150.727270609
524,64.4,290.48,168.34206842,312.04,143.899557562,226.76,150.795048781
525,98.6,241.4,183.89230544,296.4,158.542220104,228.235,149.308685104
526,230,202.2,152.999281044,298.5,157.39081577,235.545,145.392664243
527,215,155.0,72.0387395781,266.0,133.763605746,241.905,141.314511025
528,343,190.2,111.538244562,271.6,135.895678944,255.065,137.63117867
529,503,277.92,152.731241074,284.2,151.678724795,276.585,141.201715641
530,544,367.0,151.883178792,304.2,172.23302045,297.435,148.547569113
533,109,342.8,185.162631219,272.5,176.44540232,295.585,150.746906314
534,456,391.0,174.6467864,273.0,177.013596465,314.35,145.869961916
535,393,401.0,172.631109595,295.6,176.402544703,318.95,146.873964946
536,63.2,313.04,214.607800417,295.48,176.577617809,303.76,157.003487725
537,367,277.64,178.556288044,322.32,163.21982995,309.36,157.170100277
538,310,317.84,151.704409956,330.32,160.123291386,314.41,155.388240089
539,480,322.64,157.439982215,356.82,160.844340211,311.41,151.329858952
540,307,305.44,152.450214824,353.22,161.58917593,312.41,151.226111293
541,425,377.8,74.8311432493,345.42,155.316692957,314.81,152.679030029
542,244,353.2,96.3830898031,315.42,141.012795322,309.81,153.308913807
543,457,382.6,102.158210634,350.22,126.616988504,311.36,154.695893185
544,70.5,300.7,155.021611397,311.67,147.753398532,292.335,159.927741167
545,62.8,251.86,187.587840757,278.65,163.604572403,287.125,165.814629775
546,134,193.66,164.114374751,285.73,154.524992944,290.605,161.570250242
547,359,216.66,180.20288011,284.93,154.077556589,303.625,155.667580626
548,88.1,142.88,123.934688445,262.74,165.612876579,296.53,162.292640492
549,199,168.58,118.371626668,234.64,147.502694514,295.73,162.754461819
550,88.3,173.68,113.107015698,212.77,151.734366209,282.995,168.716584138
551,117,170.28,114.840223789,181.97,134.103517644,263.695,164.243524185
552,196,137.68,55.8694639316,177.17,132.48584872,246.295,150.874519055
553,326,185.26,92.4290971502,164.07,105.462969278,257.145,148.261470578
554,414,228.26,138.799092216,198.42,125.615098173,255.045,145.569623331
555,440,298.6,139.254443376,236.14,136.525335052,257.395,148.268268511
556,361,347.4,95.6232189377,258.84,136.527182479,272.285,142.584077782
557,65.8,321.36,149.634046928,229.52,143.910788724,257.225,147.86252817
558,83.3,272.82,183.324690099,229.04,144.441916046,245.89,152.228754113
559,430,276.02,186.516975099,252.14,157.027111601,243.39,148.547755568
560,282,244.42,163.78938305,271.51,146.140620636,242.14,148.088794132
561,434,259.02,179.298443942,303.21,143.253655761,242.59,148.686168613
563,606,367.06,195.761124844,344.21,166.022852845,260.69,169.450597986
564,632,476.8,143.830455746,374.81,188.91508057,269.44,184.013564717
565,653,521.4,159.420199473,398.71,208.524416103,298.565,196.540431825
566,603,585.6,87.173964003,415.01,218.254318781,325.575,199.530952288
567,651,629.0,23.8432380351,444.01,229.269062942,351.425,206.763966307
568,623,632.4,20.7557221026,499.73,191.782909967,364.625,215.514832497
569,547,615.4,43.5063213798,546.1,123.982480841,387.57,208.850402517
570,287,542.2,147.659066772,531.8,145.278888885,391.97,205.569786076
571,592,540.0,146.604911241,562.8,116.221818567,417.155,197.088098054
572,514,512.6,132.82808438,570.8,108.893219869,437.005,184.880634251
573,541,496.2,120.256808539,564.3,108.497875043,454.255,177.143478793
574,469,480.6,117.03546471,548.0,109.436942777,461.405,174.561412734
575,253,473.8,131.223854539,508.0,136.539778494,453.355,180.474726252
576,405,436.4,114.72488832,488.2,135.585807189,451.605,180.780473081
578,473,428.2,109.120117302,470.4,122.931959501,457.205,179.556660094
579,592,438.4,123.708528404,467.3,118.9837057,483.515,156.221634983
580,491,442.8,125.447997194,461.7,116.098664936,503.9,124.662027308
581,618,515.8,87.998295438,494.8,107.632915246,513.3,125.878429238
582,480,530.8,68.6563908169,483.6,102.078618939,523.2,113.950866605
583,475,531.2,68.240017585,479.7,101.531658993,525.25,112.622740061
584,550,522.8,61.0958263714,480.6,102.173273305,522.45,111.196589781
585,514,527.4,58.930467502,485.1,102.595700581,516.55,108.167255966
586,436,491.0,43.0464865001,503.4,66.603636871,505.7,104.583937581
587,588,512.6,59.9316277103,521.7,61.5088972787,504.95,103.901002984
588,391,495.8,81.1307586554,513.5,73.0969675614,491.95,100.887365544
589,399,465.6,83.9660645737,494.2,75.5068797454,480.75,97.9644806738
590,525,467.8,85.677885128,497.6,76.1098621147,479.65,97.3027153838
593,680,516.6,123.968947725,503.8,88.5209328665,499.3,96.0241745878
594,530,505.0,118.196869671,508.8,88.4393075002,496.2,93.8501605304
595,508,528.4,100.196307317,512.1,87.6501251821,495.9,93.7998428907
596,533,555.2,70.4322369374,510.4,86.9957853385,495.5,93.6142701673
597,515,553.2,71.6358848623,510.5,87.0009578491,497.8,93.4939345063
598,477,512.6,22.4343486645,514.6,84.0148135086,509.0,74.0120900508
599,424,491.4,42.758624861,498.2,84.1015259473,509.95,72.7175320929
600,522,494.2,44.5387471759,511.3,75.289146333,512.4,72.2309162558
601,548,497.2,48.163264009,526.2,64.5769136594,510.2,70.3237625483
602,467,487.6,48.5108235345,520.4,67.2461481755,509.0,70.871269511
603,613,514.8,73.0184908088,513.7,50.9379797183,508.75,70.4742394145
604,618,553.6,63.6498232519,522.5,60.7275335687,515.65,74.1699861272
605,541,557.4,61.8328391714,525.8,60.7486625367,518.95,73.7331425872
606,518,551.4,64.3762378522,524.3,60.7363153311,517.35,73.3702040484
608,708,599.6,74.7683087946,543.6,83.7551988436,527.05,84.8326370909
609,469,570.8,93.6626926796,542.8,84.4969427455,528.7,83.2751305518
610,880,623.2,169.365580919,588.4,126.075109888,543.3,114.108028224
611,472,609.4,180.202108756,583.4,129.933487258,547.35,109.773103311
612,420,589.8,197.16034084,570.6,139.742779579,548.4,108.370903067
613,434,535.0,194.149426989,567.3,142.816937993,543.85,111.276457528
614,441,529.4,196.913178838,550.1,146.997694615,531.9,108.688787975
615,467,446.8,22.1291662744,535.0,147.003401321,528.75,109.655381225
616,390,430.4,28.3072428894,519.9,153.911554689,522.85,113.922076323
617,513,449.0,45.249309387,519.4,153.926533703,521.85,113.916070212
618,537,469.6,58.2820727154,502.3,139.46568674,522.95,113.952656374
619,560,493.4,67.2852138289,511.4,140.019205032,527.1,113.702242722
620,489,497.8,65.8308438348,472.3,53.5372144712,530.35,111.507977057
621,404,500.6,60.1523066889,465.5,57.7335835252,524.45,115.038883587
623,691,536.2,105.160353746,492.6,89.0907153162,531.6,120.875490529
624,674,563.6,121.931538168,516.6,102.819366961,541.95,123.877900412
625,699,591.4,135.94594514,542.4,113.550967509,546.25,127.901226281
626,684,630.4,126.894838351,564.1,118.181075755,549.55,130.671333384
627,565,662.6,55.3290158958,581.6,101.285295631,550.75,130.698880517
628,647,653.8,53.1384982851,595.0,100.057761096,557.2,132.172375488
629,589,636.8,58.3969177269,600.2,98.0394478429,551.25,127.626871861
630,615,620.0,47.0,605.7,97.071623042,558.55,126.847805616
631,535,590.2,43.372802538,610.3,91.8779988173,541.3,101.822911288
632,560,589.2,44.1497451861,625.9,61.0199420955,545.7,100.564250214
633,764,612.6,89.8237162447,633.2,72.886212688,562.9,107.136852965
634,709,636.6,97.6334983497,636.7,75.8434791748,576.65,107.369639441
635,776,668.8,113.919708567,644.4,86.0880686016,593.4,111.157735247
638,669,695.6,87.2026375748,642.9,85.44972531,603.5,108.206187195
639,591,701.8,75.4632360822,645.5,83.1815283982,613.55,95.9761346432
640,95.9,568.18,272.375314594,590.39,192.630702814,592.695,149.414568003
641,325,491.38,276.843045786,563.99,210.137417737,582.095,160.669819899
642,349,405.98,228.782652314,537.39,219.586148369,571.545,168.912943865
643,371,346.38,175.819003524,520.99,225.820235537,565.645,173.934120847
644,223,272.78,113.960703754,487.29,243.783229986,556.595,187.005056152
645,321,317.8,56.6850950427,442.99,227.62820783,538.095,191.262045304
646,263,305.4,61.3090531651,398.39,212.935798619,517.545,197.857374136
647,304,296.4,56.4163096985,351.19,167.370729221,497.795,198.50461608
648,392,300.6,63.6733853348,323.49,126.975942166,483.195,194.792014521
649,420,340.0,64.5948914389,306.39,94.2422935252,475.945,194.284781415
650,435,362.8,75.4234711479,340.3,67.2227640015,465.345,190.201337853
651,440,398.2,55.8766498638,351.8,73.8268243933,457.895,188.008424993
653,484,434.2,33.5290918457,365.3,84.7873811366,451.345,184.496131681
654,935,542.8,220.537298433,421.7,199.280957445,471.345,213.450552575
655,412,541.2,221.677017302,440.6,186.921373845,463.945,212.779667299
656,676,589.4,218.997260257,476.1,195.21011472,459.545,207.08194024
657,562,613.8,204.507212587,506.0,181.349876696,452.195,200.258313383
658,623,641.6,191.484464122,537.9,169.541505898,444.545,189.891751643
659,608,576.2,100.405179149,559.5,162.501452985,441.495,186.557470967
660,569,607.6,46.0575726673,574.4,154.944577905,440.395,185.692401213
661,592,590.8,25.6846257516,590.1,147.000718063,465.2,169.698370181
662,616,601.6,21.5708136147,607.7,137.245157777,479.75,169.520026763
663,640,605.0,26.5518360947,623.3,130.313340325,494.3,170.194037869
664,642,611.8,31.4197390187,594.0,72.6039484693,507.85,170.648075845
665,636,625.2,21.2414688758,616.4,35.0624839077,528.5,158.951995401
666,507,608.2,57.5082602762,599.5,42.9786768836,537.8,151.436142526
668,452,575.4,89.7039575493,588.5,63.0383481171,547.25,138.751149829
669,307,508.8,139.530283451,556.9,107.409341617,547.4,138.475686637
670,319,444.2,137.195845418,528.0,128.868580776,543.75,143.652678726
671,100,337.0,157.73236827,481.1,185.283836316,527.75,172.987031762
672,333,302.2,127.061795989,455.2,186.159310508,522.65,177.314847836
673,163,244.4,105.843280372,409.9,197.456296149,508.8,194.131154798
674,61.3,195.26,124.844254974,352.03,207.092969192,487.665,218.458552675
675,98.6,151.18,108.00542579,297.69,193.39174089,445.845,208.129940371
676,59.2,143.02,114.202329223,240.01,165.246378007,428.205,225.38491631
677,58.8,88.18,45.0892670156,195.19,144.230667489,397.345,231.832488244
678,98.9,75.36,21.3734180701,159.88,114.540044429,374.19,237.577114129
679,98.1,82.72,21.6556459151,138.99,103.216788578,347.945,237.637283259
680,74.9,77.98,19.8274304941,114.58,82.7504924457,321.29,236.82919428
681,92.3,84.6,17.3620275314,113.81,82.9368494699,297.455,234.564244314
682,227,118.24,61.5622286796,103.21,53.2820680696,279.205,224.421268518
683,118,122.06,60.6479430814,98.71,49.4325679869,254.305,212.391048168
684,166,135.64,61.5370863789,109.18,51.6660602115,230.605,192.612582185
685,208,162.26,57.3383641204,120.12,60.0750049706,208.905,166.502705763
686,290,201.8,64.7240295408,143.2,76.2322183274,191.605,134.735672903
687,489,254.2,145.668115935,186.22,127.475154878,190.705,132.560593791
688,473,325.2,149.159981228,223.63,151.61066402,191.755,134.803414274
689,440,380.0,124.312107214,257.82,158.54924787,198.405,143.770095987
690,396,417.6,79.7138632861,289.93,149.653021278,202.255,148.134211817
691,414,442.4,38.9653692399,322.1,136.443272706,217.955,153.276703606
692,365,417.6,41.2831684831,335.9,132.682955449,219.555,154.701221289
693,399,402.8,27.3806501019,364.0,109.06063553,231.355,159.098468268
694,302,375.2,44.6284662519,377.6,88.0898531173,243.39,154.597834464
695,487,393.4,67.7812658483,405.5,70.9134840649,262.81,159.761051508
697,196,349.8,108.874698622,396.1,91.2413770659,269.65,153.386184446
698,217,320.2,122.921519678,368.9,100.539047141,277.56,145.833727959
699,1008,442.0,336.571686272,422.4,226.068426219,323.015,213.292744898
700,467,475.0,327.376694345,425.1,226.462874073,341.46,208.720748723
701,443,466.2,327.564802749,429.8,226.279473218,359.865,200.026830503
702,350,497.0,302.053803154,423.4,227.676768932,372.75,189.929315107
703,336,520.8,278.224190178,420.5,228.685737786,378.2,187.069252586
704,356,390.4,60.0191636063,416.2,229.537602826,390.1,176.941828086
705,176,332.2,96.9185224815,403.6,239.734668146,390.6,176.288161229
706,300,303.6,74.5707717541,384.9,239.799661755,395.2,172.430794661
707,269,287.4,70.6668238992,392.2,234.461937209,394.15,173.167480538
708,69.2,234.04,112.90264833,377.42,250.821112881,373.16,186.030123197
709,74.1,177.66,107.00592507,284.03,138.786823342,353.215,195.88526791
710,223,187.06,108.871750239,259.63,123.670296892,342.365,196.832761701
711,70.7,141.2,97.057637515,222.4,118.255063317,326.1,205.4204597
712,131,113.6,66.4137410481,200.5,112.118211426,311.95,208.766665266
713,77.4,115.24,65.1321195724,174.64,107.10348267,297.57,214.739818336
714,98.5,120.12,62.1237233269,148.89,87.8860556504,282.545,217.760903347
715,69.4,89.4,26.0147073787,138.23,90.6537864626,270.915,222.819677566
716,91.3,93.52,23.8542868265,117.36,71.2119715279,251.13,220.174985672
717,60.7,79.46,15.4926756888,96.53,48.8956723829,244.365,224.003339437
718,154,94.78,36.5326839967,105.01,50.939887231,241.215,224.849770373
719,293,133.68,96.2416593789,126.9,76.7006736172,205.465,135.67611695
720,224,164.6,95.2567320456,127.0,76.8404118214,193.315,121.122535932
721,441,234.54,143.928308543,164.03,122.408306272,193.215,120.906176217
722,258,274.0,106.54341838,176.73,125.15795398,188.615,116.289141798
723,178,278.8,100.133411008,186.79,120.232990943,180.715,110.996032527
724,157,251.6,112.961497865,192.64,116.835042308,170.765,103.094179094
725,226,252.0,112.842811025,208.3,108.692369148,173.265,103.831413333
727,360,235.8,79.9449810807,235.17,109.762471324,176.265,108.44996069
728,282,240.6,82.2970230324,257.3,91.4610421011,176.915,109.072198566
729,299,264.8,76.9005851733,271.8,84.4929977375,188.405,109.231759768
730,142,261.8,82.2629928947,256.7,93.3155340171,191.8,106.513463444
731,70.8,230.76,119.844432495,241.38,110.308958033,184.19,109.560499509
732,61.4,171.04,113.57617708,203.42,98.6844781221,183.725,110.086004058
733,190,152.64,97.4073303196,196.62,96.8310992284,186.675,109.38705723
734,78.9,108.62,55.4082304356,186.71,103.770884913,186.75,109.308676884
735,81.5,96.52,52.8429465492,179.16,108.797469333,185.9,110.094313635
736,85.2,99.4,51.4651824052,165.08,111.147567575,186.69,109.267936743
737,174,121.92,55.1816726821,146.48,88.0720639275,190.825,107.009585773
738,178,119.52,51.626901902,136.08,75.5398614419,196.69,102.627065785
739,73.0,118.34,52.8405904585,113.48,51.2997682473,192.64,105.945047325
740,79.4,117.92,53.2136448667,107.22,51.2522910057,181.96,106.061706964
741,67.1,114.3,56.5095567139,106.85,51.5568779763,174.115,108.561698562
743,194,118.3,62.211976339,120.11,55.4718637389,161.765,88.8655298456
744,58.2,94.34,56.2557374852,106.93,52.6046692055,151.775,88.7080063734
745,78.4,95.42,55.7935659373,106.88,52.6345007259,146.795,89.9453721638
746,67.6,93.06,56.8795921223,105.49,53.5547165679,142.325,91.6174303974
747,56.4,90.92,58.2844061478,102.61,55.5059246087,133.845,91.3134305853
748,72.6,66.64,9.36525493512,92.47,50.0044897984,119.475,75.0086442387
749,63.6,67.72,8.41142080743,81.03,40.4329362443,108.555,65.3824173612
750,56.1,63.26,7.15038460502,79.34,41.1526480854,96.41,48.5335250382
751,78.5,65.44,9.92688269296,79.25,41.1534864191,93.235,47.459270904
752,73.6,68.88,8.94242696362,79.9,40.9912727839,93.375,47.3936912857
753,93.9,73.14,14.5025170229,69.89,12.0080944922,95.0,46.7930156732
754,95.1,79.44,16.0784949544,73.58,13.5829795455,90.255,41.120394159
755,67.7,81.76,12.2498163251,72.51,13.5825418992,89.695,41.3587447
756,65.0,79.06,14.4399792244,72.25,13.7112484236,88.87,41.6940245624
758,94.1,83.16,15.381742424,76.02,14.0477598056,89.315,41.7002874533
759,100,84.38,16.6372173154,78.76,15.8616378586,85.615,36.7839964487
760,76.0,80.56,15.7284137789,80.0,15.0064430607,80.515,29.6873581991
761,159,98.82,36.4343519223,90.29,27.1573378666,84.815,34.3963473428
762,116,109.02,31.38872409,94.04,27.9266181268,86.645,35.0603010615
763,99.9,110.18,30.801168809,96.67,27.0111931531,88.285,34.8645238934
764,92.7,108.72,31.567815889,96.55,27.02752712,83.22,24.5227198629
765,82.8,110.08,29.9086442354,95.32,27.3784505689,84.45,23.8082581869
766,106,99.48,12.6470154582,99.15,25.7136474789,85.83,24.2351875542
767,116,99.48,12.6470154582,104.25,23.1140289291,88.25,24.7304521422
768,105,100.5,12.8926335556,105.34,22.8375519217,90.68,23.8066244651
769,96.2,101.2,12.4507027914,104.96,22.9675229642,91.86,23.445443952
770,90.4,102.72,9.83117490434,106.4,21.3441118605,93.2,22.4917294741
771,207,122.92,47.9842890955,111.2,35.3134220627,100.745,32.4825212108
773,118,123.32,47.9204757906,111.4,35.3492731341,102.72,32.2588641429
774,94.6,121.24,49.125024173,110.87,35.5798335515,103.77,31.5961040237
775,103,122.6,48.3464579881,111.9,35.1417763416,104.225,31.5119004254
776,97.5,124.02,47.2562376835,113.37,34.0806901991,104.345,31.4798761952
777,93.6,101.34,10.0048988001,112.13,34.600258509,105.64,30.4075198456
779,107,99.14,5.71559270765,111.23,34.6054603912,107.74,28.8642630983
780,165,113.22,29.3954418235,117.23,38.398844022,111.285,31.347866124
